top,of,PRP,3
lifted,toward,NN,3
passed,from,NN,3
passed,toward,NN,3
fly,with,NNS,3
locks,behind,PRP,3
continues,In,NNS,1
continues,without,PRP,3
fall,for,NNS,3
g,at,NNP,3
thanks,for,NN,3
guy,at,NN,6
watching,in,NN,3
spying,on,PRP,3
guys,on,NN,6
rid,of,NNP,6
have,In,NNS,1
standing,between,NN,3
statements,from,NNS,3
get,off,NN,3
see,From,NN,2
windows,on,NN,3
down,to,NN,3
smelled,on,NNS,3
drill,in,NN,3
mixed,with,NN,9
walk,into,NN,6
find,in,NN,5
woke,at,NN,3
was,on,NNS,3
ride,From,NN,1
ride,to,NN,3
sitting,between,PRP,3
turns,in,NN,3
says,to,PRP,6
forgive,for,DT,3
one,after,DT,3
CARDINAL,by,CD,3
one,with,NN,3
somewhere,at,NN,3
tell,about,NNP,3
everything,about,NN,3
dash,for,NN,3
grabs,Behind,PRP,1
hot,from,NN,3
hands,around,NNS,3
mess,with,NN,3
paintings,on,NNS,3
paintings,before,NN,3
stories,above,NN,3
miles,of,NN,3
miles,between,NNS,3
feel,in,NNS,3
any,of,PRP,3
responsible,for,PRP,3
call,at,NNP,3
clerk,at,NNP,6
listening,over,NN,3
palace,of,NNS,6
staring,at,PRP,3
staring,with,NN,3
meditate,to,NN,3
room,in,NNS,3
slaps,across,NN,3
people,with,NN,3
standing,around,PRP,9
followed,to,NNP,3
waiter,at,CD,3
come,For,NNS,1
come,to,NN,3
come,for,NN,3
turned,for,NN,3
was,among,PRP,3
messes,with,NNP,3
everybody,in,NN,3
take,of,NNP,6
away,from,NNS,6
members,of,NNP,3
enemy,of,NNP,3
back,to,PRP,9
rented,on,NNP,3
met,on,NN,3
met,From,NN,1
be,with,NNP,3
club,in,NN,3
am,To,NN,1
guy,in,NN,3
want,After,NN,1
forest,around,NNP,3
remember,After,NN,1
dead,on,NN,3
pour,between,NNS,3
being,at,NN,3
marla,in,NN,3
watched,from,NN,3
names,in,NN,3
king,of,NNS,3
knelt,on,NN,3
body,of,NN,3
gets,onto,NN,3
men,of,NNP,3
handsome,like,NN,3
lying,on,NN,3
room,at,NNP,3
falling,into,NN,3
crowd,on,NN,3
are,with,NN,3
barrel,in,NN,6
says,With,NN,1
looks,To,NNP,1
holding,in,NN,6
edge,of,NN,3
coming,toward,PRP,6
people,from,NNS,3
walking,toward,PRP,3
say,With,NN,1
groups,With,NNP,1
everything,in,NNP,6
sleep,in,NNP,3
write,in,NNP,3
work,in,NNS,3
met,at,NN,3
hanging,on,NN,3
wall,behind,PRP,3
look,at,NNP,3
look,behind,NN,3
went,through,NN,3
marla,on,NNP,3
writes,to,PRP,3
telephone,in,NNP,3
call,from,NNP,3
somebody,with,NN,3
mops,around,PRP,3
feel,with,NN,2
talk,with,NN,2
have,without,NNP,2
move,with,NN,2
made,at,NN,2
introduced,at,NNS,2
saw,since,NN,2
reflects,at,NN,2
work,because,NN,2
changed,in,NN,2
study,on,NN,2
reach,in,NN,2
has,in,NNS,2
matters,at,NN,4
drew,with,NN,2
sat,after,NN,2
crying,for,NNS,2
is,behind,DT,2
see,in,NN,4
cross,for,NN,2
stand,around,PRP,2
open,with,NN,2
falls,from,NNS,2
smiles,before,NN,2
asks,before,NN,2
becomes,after,NN,2
called,after,NN,2
needed,after,NN,2
tells,at,NN,2
seemed,at,NN,2
hear,at,NN,2
have,on,NNS,2
tells,in,NN,2
says,at,NNP,2
begins,as,NNS,2
get,with,NN,2
kisses,with,NNS,2
blow,with,NN,2
made,in,NN,2
treat,at,NN,2
watching,for,NN,2
had,at,NNS,2
had,at,NN,2
ignored,for,NNS,2
goes,for,NNS,2
sent,for,NN,2
lie,with,NNS,2
thought,at,NN,2
working,for,NNS,2
worked,after,NNS,2
said,at,NN,2
told,in,NNS,2
laughed,at,NN,2
remember,for,NN,2
throws,for,NN,2
destroying,for,NNS,2
has,in,NN,2
give,after,NN,2
watches,from,RB,2
basil,at,NN,2
pick,at,NNP,2
hear,behind,PRP,2
walk,on,NNP,2
stay,after,NN,2
is,since,NN,2
says,on,NN,2
want,at,NN,2
walked,in,NN,2
get,after,CD,2
sits,in,NN,2
take,with,NN,2
see,at,NNS,2
drops,on,NN,2
evicted,after,NNS,2
continues,in,NNS,2
see,from,NN,4
ride,from,NN,2
grabs,behind,PRP,2
come,for,NNS,2
met,from,NN,2
am,to,NN,2
want,after,NN,2
remember,after,NN,2
says,with,NN,2
looks,to,NNP,2
say,with,NN,2
groups,with,NNP,2
